main(50, .9, .4)
121: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 134.8675
122: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 136.0007
123: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 136.9636
124: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 138.1313
125: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 139.5053
126: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 140.6838
127: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 141.8532
128: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 142.9446
129: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 144.1347
130: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 145.351
131: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 146.4538
132: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 147.7273
133: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 148.8723
134: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 149.9666
